Mentor_Id,UDISE
1011573,9680407301
1011573,9680411301
1011646,9040902201
1011646,9040902802
1011646,9040904601
1011646,9041404001
1011646,9681104101
1011646,9681104201
1011646,9681109501
1011646,9681301501
1011646,9681301901
1011708,9040322801
1011708,9040322803
1011708,9040322902
1011708,9680401405
1011708,9680404201
1011708,9680408002
1012694,9651305803
1012694,9651305901
1012694,9651306001
1012694,9651306301
1012694,9651306401
1012694,9651306501
1012777,9670206102
1012777,9670206502
1012777,9670305301
1012777,9670305401
1012799,9670202501
1012799,9670406501
1012799,9670406701
1012799,9670617301
1022519,9410106004
1022542,9410104201
1022542,9410107502
1022542,9410109301
1022550,9410106004
1022610,9410105102
1022610,9410107002
1022610,9410107003
1022610,9410107601
1022611,9410105102
1022611,9410107002
1022611,9410107003
1022611,9410107601
1029493,9140113001
1029493,9140905301
1030102,9040308801
1030102,9680400801
1030102,9680405401
1030793,9450302701
1034339,9670511001
1034339,9670715501
1034339,9670719401
1034339,9670809201
1034339,9670809601
1182232,9650200202
1182232,9650200203
1182232,9650200602
1182232,9650202702
1182232,9650205101
1182232,9650206502
1191734,9200804801
1192095,9320100101
1192095,9320101601
1192095,9320104701
1192095,9320105702
1193158,9070101402
1193158,9070101501
